cb_num,count_2015,count_2005,count_1995,area_km2,counts_per_km2_2015,counts_per_km2_2005,counts_per_km2_1995,parkarea [km^2],park_percent
401,12395.0,9910.0,9690.0,171.53127523199998,72.26087477770731,57.77372077830412,56.49115583670705,0.9385801361247246,0.0054717726248771454
402,8300.0,7986.0,5485.0,139.899699446,59.328218951633445,57.083753800933096,39.20666035538668,0.0936645747,0.0006695123368449671
403,10315.0,9586.0,8913.0,82.9937411589,124.28648059437252,115.50268569827,107.39364047868563,0.39459920145000005,0.004754565777369881
404,6372.0,6695.0,5172.0,65.6350864628,97.08222146719436,102.00336985606815,78.7993172360843,1.1732373231800004,0.017875154683386546
405,18432.0,18248.0,17120.0,210.379734725,87.6130014333062,86.73839247802579,81.37665931739377,1.1424737679366668,0.005430531459838862
406,9749.0,10233.0,7965.0,82.6855798421,117.90447643491304,123.75797593173301,96.32876754580802,0.80478083733,0.009733025261077503
407,29169.0,29046.0,23554.0,328.430845557,88.81321713413074,88.43870907051875,71.71677179119324,3.9622836611450003,0.01206428602777913
408,19556.0,18826.0,14696.0,207.578644918,94.21007641573739,90.69333701179546,70.79726339771307,1.2810497204400002,0.006171394562027584
409,10879.0,10456.0,12074.0,107.15048352500001,101.53010646435156,97.58238746127952,112.68264596475603,1.14757011363,0.010709892068403523
410,14353.0,15193.0,13940.0,171.37796482,83.75055693463918,88.65200386734293,81.34067885939318,0.8205843652113335,0.004788155618916361
411,26908.0,27307.0,20009.0,261.00737268200004,103.0928732912979,104.62156574124691,76.66066975195406,5.335520481422834,0.020442029765662593
412,24980.0,20019.0,20069.0,267.332749586,93.44160054720129,74.88420341691042,75.07123624426671,1.8784050648696433,0.007026468204058805
413,35180.0,33819.0,30530.0,350.415413765,100.39512709219137,96.51116552390052,87.12516288017632,3.7954573209060003,0.01083130813261359
414,11386.0,8088.0,5551.0,195.799256896,58.15139536534475,41.307613359819804,28.350465103902046,7.027816870123334,0.035892970083416624
501,24689.0,21000.0,15271.0,376.989858408,65.4898253875046,55.704416263825856,40.50772098880403,6.307377991006668,0.01673089567353948
502,24911.0,23231.0,18593.0,593.178257875,41.99580761648462,39.163606709427725,31.344709205302816,13.92966240769,0.023483096729795157
503,51843.0,49895.0,37864.0,598.980258061,86.55210134608531,83.29990734839663,63.2141034540473,10.714684391963333,0.01788820958248035
